id,language_comments,language_languagecode,language_read,language_speak,language_write
cv33949.xml, ingles intermediario,en,true,true,true
cv33949.xml,[resume_language],pt,true,true,true
cv42879.xml,ingles avancado conversacao e escrita,en,true,true,true
cv42879.xml,espanhol intermediario,es,true,true,true
cv42879.xml,[resume_language],pt,true,true,true
cv39556.xml,[resume_language],pt,true,true,true
cv42371.xml,[resume_language],pt,true,true,true
cv41765.xml,[resume_language],pt,true,true,true
cv45309.xml,curso de idiomas: ingles fluente: leitura  redacao e,en,true,true,true
cv45309.xml,[resume_language],pt,true,true,true
cv44771.xml,ingles - nivel intermediario,en,true,true,true
cv44771.xml,[resume_language],pt,true,true,true
cv39615.xml,[resume_language],es,true,true,true
cv42880.xml,[resume_language],pt,true,true,true
cv42649.xml,[resume_language],pt,true,true,true
cv39850.xml,[resume_language],pt,true,true,true
cv45114.xml,[resume_language],pt,true,true,true
cv44038.xml,[resume_language],pt,true,true,true
cv44262.xml,[resume_language],pt,true,true,true
cv44106.xml,[resume_language],pt,true,true,true
cv43702.xml,espanhol - intermediario cursando,es,true,true,true
cv43702.xml,[resume_language],pt,true,true,true
cv39463.xml,[resume_language],pt,true,true,true
cv44630.xml,[resume_language],pt,true,true,true
cv43184.xml, ingles intermediario,en,true,true,true
cv43184.xml,[resume_language],pt,true,true,true
cv45186.xml,* ingles: intermediario,en,true,true,true
cv45186.xml,[resume_language],pt,true,true,true
cv37780.xml,[resume_language],pt,true,true,true
cv45942.xml,[resume_language],pt,true,true,true
cv45228.xml,[resume_language],pt,true,true,true
cv45030.xml,[resume_language],pt,true,true,true
cv44185.xml,[resume_language],pt,true,true,true
cv44738.xml,ingles fluente / espanhol intermediario,en,true,true,true
cv44738.xml,ingles fluente / espanhol intermediario,es,true,true,true
cv44738.xml,[resume_language],pt,true,true,true
cv43081.xml,[resume_language],pt,true,true,true
cv43357.xml, ingles - intermediario;,en,true,true,true
cv43357.xml, espanhol - iniciante.,es,false,true,false
cv43357.xml,[resume_language],pt,true,true,true
cv45655.xml,[resume_language],pt,true,true,true
cv44220.xml,ingles intermediario (leitura  escrita e,en,true,true,true
cv44220.xml,[resume_language],pt,true,true,true
cv42379.xml, ingles nivel intermediario,en,true,true,true
cv42379.xml,[resume_language],pt,true,true,true
cv44644.xml, espanhol intermediario,es,true,true,true
cv44644.xml,[resume_language],pt,true,true,true
cv42653.xml,portugues - fluente,pt,true,true,true
cv42653.xml,ingles - unb idiomas (cursando),en,false,true,false
cv42653.xml,espanhol - intermediario,es,true,true,true
cv42653.xml,frances - basico,fr,false,true,false
cv44967.xml,' ingles intermediario.,en,true,true,true
cv44967.xml,[resume_language],pt,true,true,true
cv43979.xml,o espanhol (avancado),es,false,true,false
cv43979.xml,o ingles (medio),en,false,true,false
cv43979.xml,[resume_language],pt,true,true,true
cv45052.xml,[resume_language],pt,true,true,true
cv42684.xml,[resume_language],pt,true,true,true
cv43704.xml,espanhol: avancado.,es,false,true,false
cv43704.xml,ingles: avancado.,en,false,true,false
cv43704.xml,[resume_language],pt,true,true,true
cv42992.xml,[resume_language],pt,true,true,true
cv43562.xml,ingles intermediario,en,true,true,true
cv43562.xml,[resume_language],pt,true,true,true
cv44302.xml,[resume_language],pt,true,true,true
cv44709.xml, ingles: intermediario - cursando aulas,en,true,true,true
cv44709.xml, espanhol: basico,es,false,true,false
cv44709.xml,[resume_language],pt,true,true,true
cv44178.xml,ingles - avancado,en,false,true,false
cv44178.xml,[resume_language],pt,true,true,true
cv44778.xml,* ingles (04 anos) - intermediario,en,true,true,true
cv44778.xml,[resume_language],pt,true,true,true
cv45677.xml,[resume_language],pt,true,true,true
cv42173.xml,[resume_language],pt,true,true,true
cv44155.xml,ingles basico/intermediario,en,true,true,true
cv44155.xml,[resume_language],pt,true,true,true
cv44226.xml,o ingles: fluente/nativo,en,true,true,true
cv44226.xml,o espanhol: conversacao,es,false,true,false
cv44226.xml,[resume_language],pt,true,true,true
cv43835.xml,[resume_language],pt,true,true,true
cv44386.xml,[resume_language],pt,true,true,true
cv43811.xml,[resume_language],pt,true,true,true
cv45272.xml, ingles: nivel intermediario,en,true,true,true
cv45272.xml,[resume_language],pt,true,true,true
cv45848.xml,ingles intermediario.,en,true,true,true
cv45848.xml,[resume_language],pt,true,true,true
cv45090.xml,[resume_language],pt,true,true,true
cv44443.xml,[resume_language],pt,true,true,true
cv42384.xml,ingles nivel intermediario.,en,true,true,true
cv42384.xml,[resume_language],pt,true,true,true
cv39832.xml,ingles,en,false,true,false
cv39832.xml,japones,ja,false,true,false
cv39832.xml,[resume_language],pt,true,true,true
cv44258.xml,[resume_language],pt,true,true,true
cv43808.xml,[resume_language],pt,true,true,true
cv43986.xml,ingles (intermediario) em curso casa,en,true,true,true
cv43986.xml,[resume_language],pt,true,true,true
cv39701.xml,[resume_language],pt,true,true,true
cv21667.xml,[resume_language],pt,true,true,true
cv45714.xml,[resume_language],pt,true,true,true
cv45298.xml,[resume_language],pt,true,true,true
